,condition,competition_group,subgroup,electric_utility,gas_utility,building_type,measure_life_(yrs),initial_count,market,count,measure_name,sector,program,baseline_condition,efficient_condition,complementary_condition,electric_end_use,incremental_cost_(usd),annual_oandm_savings_(usd),annual_energy_saved_(kwh),water_savings_(gallons),energy_impact_1,energy_impact_1_fuel_type,energy_impact_1_units,energy_impact_2,energy_impact_2_fuel_type,energy_impact_2_units,energy_impact_3,energy_impact_3_fuel_type,energy_impact_3_units,energy_impact_1_end_use,energy_impact_2_end_use,energy_impact_3_end_use,measure_incremental_cost,demand_ratio,deferred_replacement_credit_value,measure_water_savings,measure_electric_energy_savings,measure_natural_gas_savings,measure_fuel_oil_savings,measure_propane_savings,measure_gasoline_savings,measure_diesel_savings,electric_energy_savings_value,electric_demand_savings_value,natural_gas_savings_value,fuel_oil_savings_value,propane_savings_value,diesel_transportation_savings_value,gasoline_transportation_savings_value,other_fuel_savings_value,annual_oandm_savings,o_and_m_savings_value,water_savings_value,electric_incentive_pct,natural_gas_incentive_pct,nonutility_incentive_pct,electric_utility_incentive_value,natural_gas_utility_incentive_value,nonutility_incentive_value,total_incentive_value,electric_utility_nonmeasure_program_cost,natural_gas_utility_nonmeasure_program_costs,nonutility_nonmeasure_program_costs,risk_discount_value,electric_carbon_savings_value,electric_n2o_savings_value,electric_ch4_savings_value,natural_gas_carbon_savings_value,fuel_oil_carbon_savings_value,propane_carbon_savings_value,diesel_transportation_carbon_savings_value,gasoline_transportation_carbon_savings_value,natural_gas_n2o_savings_value,fuel_oil_n2o_savings_value,propane_n2o_savings_value,diesel_transportation_n2o_savings_value,gasoline_transportation_n2o_savings_value,natural_gas_ch4_savings_value,fuel_oil_ch4_savings_value,propane_ch4_savings_value,diesel_transportation_ch4_savings_value,gasoline_transportation_ch4_savings_value,end_use_fuel_externalities,other_nonresource_benefits,electric_customer_bill_savings,natural_gas_customer_bill_savings,heating_oil_customer_bill_savings,EUCT_cost,EUCT_benefit,EUCT_BCR,GUCT_cost,GUCT_benefit,GUCT_BCR,EGUCT_cost,EGUCT_benefit,EGUCT_BCR,TRC_cost,TRC_benefit,TRC_BCR,SCT_cost,SCT_benefit,SCT_BCR,RIM_cost,RIM_benefit,RIM_BCR,PCT_cost,PCT_benefit,PCT_BCR
205,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family_li,10,5000.0,RET_ER,1500.0,refrigerator_electricity_top10_residential_refrigerator_electricity_existing_residential,residential,LIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_top10_residential,,unknown,1600.0,0.0,0.0,0.0,950.0,electricity,kWh,,,,,,,refrigeration,,,1600.0,0.03424657534246575,1.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,455.17999615090116,2184.173301074501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,800.0,800.0,800.0,2400.0,480.0,480.0,480.0,32.02,640.8603748139707,1.360659225508759,34.27499559323852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.496029632718,8.786108921879103,1669.3606951570298,0.0,0.0,1280.0,2639.3532972254025,2.0619947634573457,1280.0,0.0,0.0,2560.0,2639.3532972254025,1.0309973817286728,3840.0,2681.1594061472815,0.6982185953508545,3840.0,4034.1514654127177,1.0505602774512286,4229.36069515703,3919.3532972254025,0.9267011209787305,1600.0,6718.500101304312,4.199062563315195
206,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,none,single_family_li,10,4750.0,RET_ER,1425.0,refrigerator_electricity_top10_residential_refrigerator_electricity_existing_residential,residential,LIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_top10_residential,,unknown,1600.0,0.0,0.0,0.0,950.0,electricity,kWh,,,,,,,refrigeration,,,1600.0,0.03424657534246575,1.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,455.17999615090116,2184.173301074501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,800.0,800.0,800.0,2400.0,480.0,480.0,480.0,32.02,640.8603748139707,1.360659225508759,34.27499559323852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.496029632718,0.25590608510327484,1669.3606951570298,0.0,0.0,1280.0,2639.3532972254025,2.0619947634573457,1280.0,0.0,0.0,2560.0,2639.3532972254025,1.0309973817286728,3840.0,2672.6292033105055,0.6959971883621108,3840.0,4025.6212625759417,1.0483388704624848,4229.36069515703,3919.3532972254025,0.9267011209787305,1600.0,6709.969898467536,4.19373118654221
207,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family_li,10,1000.0,RET_ER,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family_li,10,4000.0,RET_ER,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,none,single_family_li,10,3800.0,RET_ER,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,multifamily_li,10,250.0,RET_ER,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,multifamily_li,10,1000.0,RET_ER,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,none,multifamily_li,10,700.0,RET_ER,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,multifamily_li,10,125.0,RET_ER,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,multifamily_li,10,500.0,RET_ER,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,none,multifamily_li,10,350.0,RET_ER,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,multifamily_li,10,125.0,RET_ER,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,multifamily_li,10,500.0,RET_ER,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,none,multifamily_li,10,350.0,RET_ER,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,multifamily_li,10,250.0,RET_ER,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,multifamily_li,10,1000.0,RET_ER,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,none,multifamily_li,10,700.0,RET_ER,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,multifamily_li,10,125.0,RET_ER,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,multifamily_li,10,500.0,RET_ER,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,none,multifamily_li,10,350.0,RET_ER,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,multifamily_li,10,125.0,RET_ER,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,multifamily_li,10,500.0,RET_ER,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,none,multifamily_li,10,350.0,RET_ER,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily_li,10,900.0,RET_ER,270.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_existing_residential,residential,LIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_efficient_residential,,unknown,1300.0,0.0,0.0,0.0,1166.666666666667,electricity,kWh,,,,,,,refrigeration,,,1300.0,0.03424657534246575,1.0,0.0,1166.666666666667,0.0,0.0,0.0,0.0,0.0,558.992977729177,2682.3180890388617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,650.0,650.0,650.0,1950.0,390.0,390.0,390.0,26.02,787.0215129294379,1.6709850137826874,42.09209985134557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.7845977945661,0.25590608510327484,2050.0920817717915,0.0,0.0,1040.0,3241.3110667680385,3.1166452565077294,1040.0,0.0,0.0,2080.0,3241.3110667680385,1.5583226282538647,3120.0,3268.5869728531416,1.0476240297606223,3120.0,4930.156168442274,1.5801782591161135,4130.0920817717915,4281.3110667680385,1.0366139500045661,1300.0,7242.659054624934,5.571276195865334
229,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily_li,10,3600.0,RET_ER,1080.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_existing_residential,residential,LIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_efficient_residential,,unknown,1300.0,0.0,0.0,0.0,1166.666666666667,electricity,kWh,,,,,,,refrigeration,,,1300.0,0.03424657534246575,1.0,0.0,1166.666666666667,0.0,0.0,0.0,0.0,0.0,558.992977729177,2682.3180890388617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,650.0,650.0,650.0,1950.0,390.0,390.0,390.0,26.02,787.0215129294379,1.6709850137826874,42.09209985134557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.7845977945661,8.786108921879103,2050.0920817717915,0.0,0.0,1040.0,3241.3110667680385,3.1166452565077294,1040.0,0.0,0.0,2080.0,3241.3110667680385,1.5583226282538647,3120.0,3277.1171756899175,1.0503580691313839,3120.0,4938.68637127905,1.582912298486875,4130.0920817717915,4281.3110667680385,1.0366139500045661,1300.0,7251.1892574617095,5.577837890355161
230,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,none,multifamily_li,10,2520.0,RET_ER,756.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_existing_residential,residential,LIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_efficient_residential,,unknown,1300.0,0.0,0.0,0.0,1166.666666666667,electricity,kWh,,,,,,,refrigeration,,,1300.0,0.03424657534246575,1.0,0.0,1166.666666666667,0.0,0.0,0.0,0.0,0.0,558.992977729177,2682.3180890388617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,650.0,650.0,650.0,1950.0,390.0,390.0,390.0,26.02,787.0215129294379,1.6709850137826874,42.09209985134557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.7845977945661,0.25590608510327484,2050.0920817717915,0.0,0.0,1040.0,3241.3110667680385,3.1166452565077294,1040.0,0.0,0.0,2080.0,3241.3110667680385,1.5583226282538647,3120.0,3268.5869728531416,1.0476240297606223,3120.0,4930.156168442274,1.5801782591161135,4130.0920817717915,4281.3110667680385,1.0366139500045661,1300.0,7242.659054624934,5.571276195865334
231,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily_li,10,750.0,RET_ER,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily_li,10,3000.0,RET_ER,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,none,multifamily_li,10,2100.0,RET_ER,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily_li,10,750.0,RET_ER,225.0,refrigerator_electricity_top10_residential_refrigerator_electricity_existing_residential,residential,LIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_top10_residential,,unknown,1600.0,0.0,0.0,0.0,1583.333333333333,electricity,kWh,,,,,,,refrigeration,,,1600.0,0.03424657534246575,1.0,0.0,1583.333333333333,0.0,0.0,0.0,0.0,0.0,758.6333269181684,3640.2888351241672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,800.0,800.0,800.0,2400.0,480.0,480.0,480.0,32.02,1068.100624689951,2.2677653758479317,57.12499265539754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.4933827211964,0.25590608510327484,2782.2678252617156,0.0,0.0,1280.0,4398.922162042336,3.436657939095575,1280.0,0.0,0.0,2560.0,4398.922162042336,1.7183289695477875,3840.0,4432.19806812744,1.1542182469081874,3840.0,6687.184833569832,1.741454383742144,5342.267825261715,5678.922162042336,1.0630171207794377,1600.0,9582.445893389155,5.989028683368222
235,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily_li,10,3000.0,RET_ER,900.0,refrigerator_electricity_top10_residential_refrigerator_electricity_existing_residential,residential,LIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_top10_residential,,unknown,1600.0,0.0,0.0,0.0,1583.333333333333,electricity,kWh,,,,,,,refrigeration,,,1600.0,0.03424657534246575,1.0,0.0,1583.333333333333,0.0,0.0,0.0,0.0,0.0,758.6333269181684,3640.2888351241672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,800.0,800.0,800.0,2400.0,480.0,480.0,480.0,32.02,1068.100624689951,2.2677653758479317,57.12499265539754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.4933827211964,8.786108921879103,2782.2678252617156,0.0,0.0,1280.0,4398.922162042336,3.436657939095575,1280.0,0.0,0.0,2560.0,4398.922162042336,1.7183289695477875,3840.0,4440.728270964216,1.1564396538969313,3840.0,6695.715036406609,1.7436757907308877,5342.267825261715,5678.922162042336,1.0630171207794377,1600.0,9590.97609622593,5.994360060141206
236,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,none,multifamily_li,10,2100.0,RET_ER,630.0,refrigerator_electricity_top10_residential_refrigerator_electricity_existing_residential,residential,LIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_top10_residential,,unknown,1600.0,0.0,0.0,0.0,1583.333333333333,electricity,kWh,,,,,,,refrigeration,,,1600.0,0.03424657534246575,1.0,0.0,1583.333333333333,0.0,0.0,0.0,0.0,0.0,758.6333269181684,3640.2888351241672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,800.0,800.0,800.0,2400.0,480.0,480.0,480.0,32.02,1068.100624689951,2.2677653758479317,57.12499265539754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.4933827211964,0.25590608510327484,2782.2678252617156,0.0,0.0,1280.0,4398.922162042336,3.436657939095575,1280.0,0.0,0.0,2560.0,4398.922162042336,1.7183289695477875,3840.0,4432.19806812744,1.1542182469081874,3840.0,6687.184833569832,1.741454383742144,5342.267825261715,5678.922162042336,1.0630171207794377,1600.0,9582.445893389155,5.989028683368222
237,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily_li,10,600.0,RET_ER,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily_li,10,2400.0,RET_ER,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,none,multifamily_li,10,1680.0,RET_ER,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,single_family,10,5000.0,REMAINING,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,single_family,10,10000.0,REMAINING,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,none,single_family,10,27500.0,REMAINING,16500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,single_family,10,2500.0,REMAINING,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,single_family,10,5000.0,REMAINING,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,none,single_family,10,13750.0,REMAINING,8250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,single_family,10,2500.0,REMAINING,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,single_family,10,5000.0,REMAINING,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,none,single_family,10,13750.0,REMAINING,8250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,single_family,10,5000.0,REMAINING,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,single_family,10,10000.0,REMAINING,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,none,single_family,10,27500.0,REMAINING,16500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,single_family,10,2500.0,REMAINING,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,single_family,10,5000.0,REMAINING,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,none,single_family,10,13750.0,REMAINING,8250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,single_family,10,2500.0,REMAINING,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,single_family,10,5000.0,REMAINING,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,none,single_family,10,13750.0,REMAINING,8250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family,10,15000.0,REMAINING,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family,10,30000.0,REMAINING,18000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,none,single_family,10,82500.0,REMAINING,49500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
